Q,I_Q
0.0,4.764630348750086
0.1000000024214387,2.320436430086994
0.2000000048428774,-0.0027641830100895957
0.29999999329447746,-0.16686983728810859
0.4000000096857548,-0.18655606610771897
0.5000000260770321,-0.1969134436174379
0.5999999865889549,-0.195919286435146
0.7000000029802322,-0.19932292681497205
0.8000000193715096,-0.19711430962263482
0.8999999798834324,-0.1984375371671624
1.0000000521540642,-0.19846461296465734
1.0999999567866325,-0.1980328751830509
1.1999999731779099,-0.19727235261561918
1.2999999895691872,-0.1969287951066654
1.4000000059604645,-0.19659554136523535
1.5000000223517418,-0.19547798522289844
1.600000038743019,-0.19482493797818085
1.7000000551342964,-0.19276162368661723
1.7999999597668648,-0.19016545323658854
1.899999976158142,-0.1862602220711242
2.0000001043081284,-0.18206645320111547
2.1000000089406967,-0.17715663123290315
2.199999913573265,-0.16847127546790946
2.3000000417232513,-0.15713830603551002
2.3999999463558197,-0.14330460606784395
2.500000074505806,-0.1290114875591605
2.5999999791383743,-0.1085176321913271
2.7000001072883606,-0.08625176712498661
2.800000011920929,-0.06929563558989617
2.8999999165534973,-0.048697568192625995
3.0000000447034836,-0.031010460604350278
3.099999949336052,-0.021296529429803143
3.200000077486038,-0.014229124387349508
3.2999999821186066,-0.016009928333329915
3.400000110268593,-0.021166489927408633
3.500000014901161,-0.02938032768797754
3.5999999195337296,-0.037655137175388764
3.700000047683716,-0.043278001569172775
3.799999952316284,-0.05046276523436374
3.8999998569488525,-0.05448305209795981
4.000000208616257,-0.05671754129580608
4.100000113248825,-0.05839875872940445
4.200000017881393,-0.058507514348328085
4.299999922513962,-0.052983149929592896
4.39999982714653,-0.04802406867410067
4.500000178813934,-0.04337805836342966
4.600000083446503,-0.03793485258325486
4.699999988079071,-0.030196030995812997
4.799999892711639,-0.020704218642368453
4.899999797344208,-0.00978580663278759
5.000000149011612,-0.003514849939072384
5.10000005364418,0.001248699248672409
5.199999958276749,0.007717937239498092
5.299999862909317,0.010028153340608342
5.400000214576721,0.0068640823320033914
5.5000001192092896,0.0053931589862187225
5.600000023841858,0.002907951610994104
5.699999928474426,-0.005170359818895989
5.799999833106995,-0.013516792823391625
5.900000184774399,-0.022439520729841612
6.000000089406967,-0.03110147133490802
6.0999999940395355,-0.03920767645242854
6.199999898672104,-0.04627495301684679
6.299999803304672,-0.049715723690894935
6.400000154972076,-0.05482225820893303
6.500000059604645,-0.061094870572273585
6.599999964237213,-0.06631829814992683
6.6999998688697815,-0.06980687777310104
6.800000220537186,-0.07013494313285822
6.900000125169754,-0.0717033997572407
7.000000029802322,-0.07491712425130909
7.099999934434891,-0.07609608945737076
